0,1,2,3,4,5,6
クラブ歯磨き無代進呈,品質優良宣伝売出し　大好評のカテイ石鹸クラブ美身クリーム　クラブ本店で作られた顔のアレぬ　クラブ美身クリーム　カテイ石鹸を　お買上の方には向三十日間十月十五日から特に景品として　有名クラブ歯磨一個宛進呈,,,78.0×53.5cm,,po000903
レート大演習会,入場無料　愛用者優待　,,,92.0×64.0cm,,po000904
レート大演習会,平尾賛平主催　,,,92.0×64.0cm,,po000905
ゴコー整髪料,,,,91.5×61.5cm,,po000906
函館毎日新聞創刊六十周年記念,レートクレーム　,,,91.5×61.5cm,,po000907
御香椿油,,,,91.0×62.0cm,,po000908
電気週間,１０月１５日より１０月２１日まで　電気協会北海道支部　　　　　　　　　　　　　　　　　　　　　,,,62.0×45.0cm,,po000913
JOIK,札幌放送局,,,75.5×33.5cm,,po000917
フクロクストーブ,ミス　フクロク　　サロンのクイーン！　売出期間チラシ付　　　　　　　　　　　　　　　　　　　　,,,106.0×77.0cm,,po000919
フクロクストーブ,厳冬之征服者,,,105.0×75.0cm,,po000920
三菱鉱業株式会社,チラシ付,,,89.0×60.0cm,,po000921
天下ストーブ,,,,76.5×35.0cm,,po000922
萩原式安全ストーブ,冬季間の一大福音　新案特許第三〇九五五号　余市大川町　考案者　萩原甚四郎　御一報次第早速参上仕り候　函館区蓬莱町一六　発売元阿部自転車店　特約店　谷地頭町山田屋,,,77.5×36.0cm,,po000923
ピースストーブ,優良品は最後の勝利,,,78.0×35.0cm,,po000924
センオーストーブ,塊粉炭焚の始祖の愃王,,,92.5×62.5cm,,po000925
愃六ストーブ,湯浅七左衛門商店,,,74.0×52.0cm,,po000928
フクロクストーブ,厳冬之征服者　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　売出期間付,,,106.0×77.0cm,,po000951
フクロクストーブ,福禄一台　功徳万代　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,,,107.0×77.0cm,,po000952
つつしみの日,３月２１日　大火災時ヲ想ヘ全市民一分間黙祷　午前十時慰霊祭　午後六時五十八分　酒なし一汁一菜にしませう　歌舞音曲を遠慮しませう　各方面の御同情を感謝しませう　警防規程を守りませう　北海道神社協会函館支部　函館市佛教協会　函館キリスト教連盟,,,79.0×54.5cm,,po000975
火乃用心,函館警察署　函館市役所　函館消防組　函館市火災予防組合連合会,,,76.0×36.0cm,,po000976
函館火災予防組合連合会,出すな火事！　函館市役所　函館警察署　　「火の用心」啓発用ステッカー付　　　　　　　　　　　　　　　　　　　　　　　　　　　,,,76.0×34.0cm,,po000977
中央火災傷害保険株式会社,,,,60.0×45.0cm,,po000978
輸出振興外貨節約,”増加所得を貯蓄へ”　貯蓄運動　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,,,52.0×12.0cm,,po000980
火の用心,三月二十一日　函館市火災予防組合連合会,,,74.0×51.0cm,,po000982
宇宙旅行も貯蓄から,北海道貯蓄推進委員会,,,59.5×42.0cm,,po000985
交通共済定期預金,５０倍の働きをするリレー定期！！　取扱開始：４３年１２月１日　１万円の定期で保障額５０万円　療養給付金９万円以内　ご家族そろってご利用ください。　交通保険、交通共済等に加入なさっていても、ご利用になれます。,,,51.5×36.5cm,,po000991
農業協同組合,「米は予約で農協へ！」この際家計の計画化と目的貯金に一歩前進！,,,38.0×53.0cm,,po000992
貯蓄増強中央委員会,減税分を貯蓄へ　増加所得を貯蓄へ　減税貯蓄強調旬間　後援　大蔵省・日本銀行　　　,,,74.5×51.5cm,,po001000
満州へ朝鮮へ,旅行ハ今！　満鉄鮮満案内所　満鉄鮮満案内所　東京丸ビル　大阪堺筋　下関駅前　,,,90.0×60.5cm,,po001217
南満州鉄道株式会社,SOUTH MANCHURIA RAILWAY Co.,,,53.5×37.5cm,,po001234
想ひ起す二十五年前,,,,91.5×61.5cm,,po001259
備へよ国防,海軍記念日　五月二十七日　明るき平和　海軍省,,,75.5×53.0cm,,po001263
支那事変ノ国債,売出期間　十一月十六日ヨリ十一月三十日マデ　二十五円券、五十円券百円券、五百円券ノ四種類　郵便局から売出します　国債売出付,,,78.5×53.0cm,,po001280
支那事変貯蓄債券,一枚五円　一等割増金五百円　売出　二月六日ヨリ二十日マデ　大蔵省・日本勧業銀行,,,98.5×61.0cm,,po001285
支那事変国債,郵便局売出し　八月廿二日ヨリ　九月二日マデ　十円券より千円券までの六種類　此の国債は郵便局で何時でも買上げます,,,53.5×37.0cm,,po001288
SHIMATANI-LINE,北海道新潟北鮮線　朝鮮北海道大連線　新潟北鮮線直航線樺太伏木線　根室伏木線　小樽稚内線,,,91.0×61.0cm,,po001316
北日本汽船,拓け海,,,92.5×62.0cm,,po001317
COMPLIMENTS OF OSAKA SHOSEN KAISHA.,,,,104.5×76.5cm,,po001318
北日本汽船株式会社,北日本汽船株式会社　主要航路　大阪小樽線　大阪樺太線｝通稱西廻定期　毎月六回　一・六の日　阪神発函館小樽　四・九の日　関門発樺太行　東京小樽線　東京樺太線　毎月五回　京浜発函館小樽樺太行　青森室蘭連絡船毎日両地一回　稚内本斗連絡船隔日一回　小樽恵須取急行線（一・六の日小樽発）毎月六回　小樽知取敷香急行線（毎週水曜小樽発）毎月四回　小樽大泊知取急行線（三・八の日小樽発）毎月六回　函館安別線毎月四回　函館能登線毎月四回　伏木恵須取線毎月五回,,,91.0×62.0cm,,po001321
大阪商船株式会社,,,,91.5×62.0cm,,po001323
大阪商船株式会社,,,,79.0×55.5cm,,po001324
大阪商船株式会社,,,,97.5×62.5cm,,po001325
OSAKA SHOSEN KAISHA,OSAKA MERCANTILE STEAMSHIP CO.LTD.,,,97.5×62.0cm,,po001326
大阪商船株式会社,,,,92.0×62.0cm,,po001328
北日本汽船株式会社,付属品として「謹んで新年のご挨拶を申し上げます」（1枚）あり,,,90.5×62.0cm,,po001329
日本郵船株式会社,,,,91.5×61.5cm,,po001332
東洋汽船株式会社,,,,93.0×62.5cm,,po001333
東洋汽船株式会社,,,,92.0×61.0cm,,po001334
近海郵船株式会社,台湾航路客船　大和丸　吉野丸　朝日丸　　,,,91.5×62.0cm,,po001336
近海郵船株式会社,使用船六十余隻　噸数廿五万噸,,,92.5×62.5cm,,po001337
近海郵船,吉野丸,,,91.5×61.5cm,,po001338
近海郵船株式会社,,,,91.0×62.0cm,,po001339
近海郵船会社,,,,91.0×62.5cm,,po001340
近海郵船株式会社　[カレンダー],使用船六十余隻　噸数二十五万噸,,,92.0×61.0cm,,po001341
近海郵船株式会社,使用船六十余隻　噸数二十五万余噸,,,90.5×62.0cm,,po001342
日本郵船株式会社,カレンダー付,,,93.0×60.5cm,,po001343
近海郵船株式会社　[カレンダー],,,,89.0×61.0cm,,po001344
近海郵船株式会社,大和丸　朝日丸　吉野丸　台湾航路壱万噸級三大客船,,,91.5×61.5cm,,po001346
NIPPON　YUSEN KAISHA,JAPAN MAIL STEAMSHIP,,,90.0×60.5cm,,po001349
日本郵船株式会社,,,,60.5×41.0cm,,po001350
日本郵船株式会社,,,,78.0×52.5cm,,po001351
日本郵船株式会社,Japan　Mail Steamship CO.,,,91.0×60.5cm,,po001353
日本郵船株式会社,JAPAN MAIL STEAMSHIP CO.,,,90.5×60.5cm,,po001354
日本郵船株式会社,JAPAN MAIL STEAMSHIP CO.,,,91.5×60.0cm,,po001355
日本郵船株式会社,Japan Mail Steamship CO.,,,90.0×61.0cm,,po001356
日本郵船株式会社,JAPAN MAIL S.S. CO.　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　外国航路　欧州線二週一回　米国線二週一回　豪州線四週一回　孟買線二週一回　カルカッタ線二週一回　横浜上海線毎週二回　神戸上海線二週一回　神戸浦潮斯徳線三週二回　神戸北支那線毎六日一回　横浜北支那線五週三回　内国航路　神戸基隆線毎月四回　基隆花蓮港線毎月四回　小笠原島（八丈島経由）線毎月一回　小笠原島直航線毎年六回　神戸小樽線（廻東）毎週三回　横浜台湾線毎月四回　青森室蘭線毎日一回　函館樺太線　四月三回自五月至十月毎月六回、十一月五回、十二月二回　小樽樺太線　十二月一回、自一月至三月毎月三回　函館網走線　自五月至十一月毎月三回四月及十二月各一回　函館択捉線　一月一回、自五月至十一月毎月三回十二月二回　小樽稚内線　自四月至十一月毎月五回自十二月至三月毎月三回　小樽網走線　自四月至十月毎月七回十一月六回十二月二回　稚内大泊線　自五月至十月毎月三回　　以上内外線各相接續ス右ノ外臨時内外各港ニ回航ス　　汽船数九十艘　総噸数　四十万噸　東京本店　東京市麹町区有楽町一丁目一番地　内地各港及世界各主要地ニ支店、出張所、代理店アリ,,,90.5×60.5cm,,po001357
日本郵船株式会社,Japan Mail Steamship CO.　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　外国航路　欧州線二週一回　米国線二週一回　豪州線四週一回　孟買線二週一回　カルカッタ線二週一回　横浜上海線毎週二回　神戸上海線二週一回　神戸浦盤斯徳線三週一回　神戸北清線毎六日一回　横浜北清線五週三回　内国航路　神戸基隆線毎月四回　小笠原島（八丈島経由）線毎月一回　小笠原島直航線毎年六回　神戸小樽線（廻東）毎週三回　横浜台湾線毎月四回　青森室蘭線毎日一回　函館樺太線毎月五回　函館根室網走線｛自五月至十一月毎月三回　四月及十二月各一回　函館根室択捉線｛一月一回自五月至十一月　毎月三回十二月一回　　小樽稚内樺太線｛自四月至十一月毎月五回　自三月至十二月　毎月三回　　小樽網走線｛自四月至十月毎月七回　十一月六回十二月二回　　以上内外線各相接續ス右ノ外臨時内外各港ニ回航ス　　汽船数八十艘　総噸数　三十五万噸　東京本店　東京市麹町区有楽町一丁目一番地　内地各港　及世界各主要地ニ支店、出張所、代理店アリ,,,90.0×60.5cm,,po001358
春の長崎へ,長崎観光協会,,,92.0×62.5cm,,po001377
スキーは昆布温泉へ,昆布温泉　紅葉谷旅館　青山旅館　鯉川旅館　全道一の霊泉　,,,103.0×62.0cm,,po001384
躍進日本＝実業教育,実業教育五拾周年記念会　文部省後援　,,,90.0×61.0cm,,po001494
揚げよ日の丸備へよ貯金,勤倹貯蓄記念日→三月十日　国民精神総動員　大蔵省・文部省後援　　全国貯蓄銀行協会　貯蓄局,,,91.0×60.5cm,,po001508
国民精神総動員,帝国政府　　雄飛報国之秋,,,85.0×59.5cm,,po001514
慰問袋募集,銃後の赤誠・この一袋　小樽新聞社,,,55.0×40.0cm,,po001526
神戸みなとの祭,十月二十、二十一、二十二日　OCT．20．21．22　KOBE PORT FESTIVAL.,,,90.5×60.5cm,,po001545
建国祭,紀元二五九七年　昭和十二年　,,,77.5×53.0cm,,po001551
大法会修行実物展覧会開催,大正五年四月十一日ヨリ五月十一日マデ　●総テ昨年法会ノ通リ　●団体参詣ニハ特典アリ　高野山金剛峰寺　チラシ付,,,62.0×47.5cm,,po001555
建武中興,六百年　昭和九年　三月十三日　,,,75.5×43.5cm,,po001557
元寇記念祭,弘安役六百五十周年　主催元寇弘安六百五十年記念会　後援　内務省　文部省　陸軍省　海軍省　東京市　期日　七月一日　東京市日比谷公会堂　八月廿三日　鎌倉鶴男か八幡宮　自七月一日　至八月廿三日　（全国各市町村に於て）,,,54.0×38.5cm,,po001559
六百年大祭,大塔宮　讃良親王　八月十八日ヨリ廿日マデ　三日間　宮中幣社　鎌倉宮　,,,75.5×53.0cm,,po001560
大楠公六百年祭,5月25日　函館市　,,,77.0×53.0cm,,po001561
観世音開帳,大日本史蹟　川中島陣中　場所　長野県更級郡西寺尾村　期日　昭和五年四月十日ヨリ廿四日マデ　甲越英霊回向　余興　古戦場行進歌　千曲の観音流し　古戦場典厩寺　陣中観音奉賛会,,,59.0×27.5cm,,po001564
