title,number
中尊寺宝庫所蔵　伝金色堂本尊天蓋　(国宝)　藤原時代,pc010655-0001
大日如来　大宮三作の一　大日如来本堂　石巻市湊,pc000172
THE PORT OF ISHINOMAKI.　（石巻）石巻港川岸通り,pc010262-0001
国幣中社　塩釜神社　表参道,pc000490
国幣中社塩釜神社　左右宮拝殿,pc002274-0001
奥州平泉中尊寺坂口,pc000631
秋田千秋公園招魂社,pc000032
秋田県横手町の大雪　（大町通りの景）,pc020465-0001
（秋田）　抱返りの勝景,pc002698-0001
秋田千秋公園松下門跡,pc002762-0001
(秋田県小坂鉱山)　溶鉱炉全景　Kosakako-zan Akitaken,pc010668-0001
盛岡名物　三差踊　THE SANSA ODORI FAMOUS MORIOKA,pc002722-0001
（松島名勝）　不老山,pc010837
（松島名勝）　三交の松　VIEW OF MATSUSHIMA,pc010170-0001
（松島）　からかい島の勝景,pc020519-0001
（松島名所）　雄島山上より見たる双子島,pc002359-0001
（山形市主催）全国産業博覧会実況　〔昭和二年九月十一日ヨリ十月二十日〕　子供の国,pc020296-0001
"(磐城名勝)　勿来関趾　THE BARRIER, IN NAKOSO OF IWAKI.",pc010134-0001
国宝（其ノ五）　空海筆・綜芸種智院式一巻,pc001348
（相馬野馬追大祭）　総大将,pc000294-0001
（瑞鳳殿全景）　仙台藩祖伊達政宗公御廟,pc021038-0001
"眺めも晴れて　Atago Shirine, Izuka Spa　飯坂温泉・愛宕神社",pc001190-0001
奥州平泉。中尊寺の史蹟　金色堂内陣。古色蒼然燦として八百年の往時を物語る華麗,pc010280
女川魚市場第一売場,pc000011
（奥州一の宮）　塩釜神社境内林子平師の作日時計　（奥州一の宮）　塩釜神社境内文治神燈（泉三郎忠衡奉納）,pc010412
"飯坂温泉　湯の香漂ふ　小滝温泉の各旅館　HOTEL OF ODAKI, IZAKA SPA",pc020289-0001
花水館本店全景と鵬城趾　新築奥座敷より愛宕山公園を望む　近代式婦人風呂の一部　福島県飯坂温泉・茶代辞退・花水館本店,pc002973-0001
（日本三景松島）　仁王島　二世の契りをにをが島に結ぶ夢路の浪枕　古歌,pc002807
『仙台名勝』　仙台随一の盛り場　東一番丁の賑はひ　さんさしぐれ[歌詞付]　（宮城県特高課検閲済）,pc001387-0001
（中尊寺国宝）　経蔵内部,pc010680-0001
（平泉の旧蹟）　高館宝物　義経公の像,pc000898-0001
"（釜石鉱山）　全景の一　Kamaishikkozan,",pc002322
栄華の夢　（仙台）　青葉城跡大手門　（国宝）　The Main Gate of Aoba Castle.　,pc000572-0001
観瀾亭　貴賓館　パークホテル,pc002370-0001
（松島名所）　渡月橋　Matsushima,pc021035-0001
松島名所　双子島,pc002315-0001
（松島名勝）　福浦島より経ヶ島を望む　VIEW OF MATSUSHIMA,pc002365
（塩釜神社）　霊鶴ノ巣籠　Shiogama,pc003122
（松島の勝景）　五大堂の眺望,pc010073
（松島名所）　松島二子島の夕陽　FUTAKOJIMA AT MATSUSHIMA.,pc001077-0001
瑞巌寺　明治天皇御座所,pc001543-0001
(陸前)　塩釜神社大祭当日(拝殿前),pc002791-0001
(仙台名勝)　幕末の奇人六無斎。林子平の墓　〔仙台の旧跡〕政岡の墓(伽羅千代萩の政岡)　三沢初子わ伊達綱村公の生母,pc000040
松島,pc000273-0001
（仙台名所）　支倉六衛門の墓　View of Sendai,pc000326
〔塩釜神社〕　日時計　林子平先生之作　SHIOGAMA,pc000162
(松島の勝景)　渡月橋　A fine view of Matsushima (the best of senictrio of Japan),pc000314
松島瑞巌寺　文王ノ間,pc000373
手形山の平田大人の墓　墓は秋田城跡の北約半里の山上に在る大人逝去の時　門人等この勝地を選定して葬つたのである,pc000146
(金華山)　社務所　玄関,pc002369-0001
（金華山の風景）　千人沢の断崖　THE SACRED ISLAND.THE VIEWS OF Mt.KINKWASAN.,pc000713-0001
竹駒神社御拝殿及唐門,pc010885
"(十和田湖)　御倉半島より遙かに中山半島の翠影を望む　THE DISTANT VIEW OF NAKAYAMA PROMONTORY FROM OGURA PROMONTORY, LAKE TOWADA.",pc002361-0001
(松島名所)　双子島　Aien of ｆMatsushima,pc010174
"(松島名所)　瑞巌寺宝物　Zuiganji Temple, Matsushima.",pc001119
（金華山名所）　黄金山神社大鳥居と拝殿　View of Kinkazan.,pc001547-0001
（塩釜名所）　国幣中社塩釜神社右京左京　View of Shiogama.,pc001638
（仙台名所）　青葉城第二師団司令部　View of Sendai.,pc002585-0001
東北帝国大学本部　(仙台),pc001297
伊達政宗公の銅像と仙台市全景　宮城県教育会選,pc000345
竹駒神社々務所　陸前岩沼,pc010506
株式会社気仙銀行盛支店　内部,pc010911-0001
天然記念物　鬼首村雄釜間歇温泉　玉造郡鬼首村　鬼首村雄釜及雄釜間歇温泉,pc002297-0001
国宝　瑞巌寺本堂及御成門　宮城郡松島町,pc000276
宮城県立図書館新築落成記念　普通閲覧室,pc000190-0001
(仙台名所)　古の豪華を忍ぶ青葉城大手門　(現在第二師団司令部)　BEAUTIFUL VIEW OF SENDAI,pc002974-0001
"牽星．織姫の伝説を祝ふ　仙台特有の名物　七夕祭　八月六日夜（年中行事）　THE VEGA FESTIVAL, A NOTORIOUS FEATURE CHARACTERISTIC OF SENDAI",pc002136
（仙台名物七夕祭）　美しい星の伝説になぞらえた仙台独特の星祭風景　Tanabata Festival of Sendai,pc001236
塩釜神社　藤崎北売場　松島,pc000079
(仙台)　宮城の原飛行場　View of Sendai,pc010050-0001
（仙台）林子平先生之墓　（仙台）政岡之墓,pc002235-0001
（松島名所）　兜島　MATSUSHIMA,pc010347-0001
（仙台）　天主台ヨリ市街ヲ望ム　（其ノ四),pc010369-0001
仙台東北中学校開校式紀念仮装行列,pc001376
（仙台名所）　停車場前　（市電停留所）　View of Morioka,pc001340-0001
(仙台)　招魂社　(天主台),pc000666
愛国婦人会秋田支部第一回総会紀念　愛国婦人会秋田支部第一回総会々場　愛国婦人会長　公爵夫人岩倉久子閣下,pc000567
"（花月園名所）　大入弁財天　The Benzaiten, Kagetsuyen.",pc020088-0001
第三回文部省美術展覧会出品　冬　四季の内　勝平得之作,pc002518-0001
(秋田名物)　竿燈,pc010366
(中尊寺宝物)　金色堂内部棟模様,pc020261-0001
陸中平泉中尊寺金色堂覆堂,pc010137-0001
中尊寺金色堂内陣　台輪　螺鈿文様　(国宝建造物細部)　藤原時代,pc020410-0001
陸中平泉中尊寺金色堂覆堂　(藤原氏三代の遺骸を収めたる所)　五月雨の　降残してや　光堂　芭蕉翁,pc001219-0001
(中尊寺名所)　中尊寺山より衣川古戦場を望む,pc000448-0001
石橋ホテル　巌美渓,pc000344-0001
(ありし日の平泉の家並)　ききもせず束すね山の桜花　吉野の外にかかるしらくも　西行法師,pc020359-0001
(中尊寺)　三種一切経　(国宝),pc000669
国宝｡中尊寺　KOKUHO-CHUSONJI　（国宝曼荼羅）,pc010331-0001
(中尊寺宝物)　義経木像,pc002535-0001
(中尊寺宝物)　義経木像,pc002266-0001
(中尊寺名所)　峰の薬師堂,pc000063-0001
中尊寺宝庫所蔵　伝金色堂本尊天蓋　(国宝)　藤原時代,pc002475-0001
釜石鉱業所全景,pc001137
製鋼圧延工場　(其ノ五),pc003050-0001
(釜石鉱山)　全景の一,pc020368-0001
釜石鉱山全景,pc020363-0001
陸中釜石港内の景,pc000142
(宮古名勝)　愛宕山ヨリ藤原須賀ヲ望ム,pc000734-0001
釜石鉱山土作課前ヨリ第三大高炉ヲ望ム　The Third Great Furnace from Kamaishi-Mine Engineering Section.,pc002510
(釜石鉱山)　採鉄場大橋インクライン,pc003139
(花巻名所)　鳥谷崎公園内忠魂碑,pc000006
花巻温泉ノ観望　(盛岡電気工業株式会社経営),pc000323-0001
花巻温泉遊園地　釜渕ノ滝　(盛岡電気工業株式会社経営）,pc010674
花巻温泉遊園地　松雲閣ヨリ羽山及台温泉街道ヲ望ム　(盛岡電気工業株式会社経営),pc010172
花巻温泉名物　田植踊　其ノ六　(笠踊)[歌詞付],pc020449
盛岡名物　金山踊（一名からめぶし）[歌詞付],pc010066-0001
金華山　Sesred Island of Kinkazan,pc000023-0001
陸中大沢温泉　(花巻駅ヨリ電車ノ便アリ),pc000769-0001
厳美渓の渓流,pc000061
(新日本名勝)　(猊鼻渓)　凌雲岩　(岩手長坂),pc020619
東磐　猊鼻渓　西磐　厳美渓,pc010328-0001
国宝。中尊寺　KOKUHO-CHUSONJI　　（経蔵。内陣）,pc020459-0001
大船渡港珊瑚島より見たる五葉山遠望,pc010081
"(釜石鉱山)　鉄管鋳造場の一部　Kamaishikkozan, tetsukan ZO",pc010246-0001
石巻全景　（四ノ一）　(四ノ二）,pc000693-0001
志戸平温泉　(岩手県花巻駅ヨリ電車ノ便アリ）,pc002246
(陸中台温泉)　旅館　汪興館,pc001553-0001
陸中一関付近厳美上乃橋より見たる天狗橋,pc000219
（岩手）　猊鼻渓　錦壁岩,pc020358-0001
新築磐井橋全景,pc020450
釜石港の賑ひ　(昭和五年十月一日国勢調査記念),pc000042-0001
弘前市図書館,pc020404-0001
"ニュー　パーク　ホテル全景　General View,  New Park Hotel. ",pc010431-0001
聖堂外景[ハリストス正教会],pc002121
主教セルギイ師[ハリストス正教会],pc021069
ハリストス正教会主教館　,pc020108
官幣大社氷川神社三の鳥居　吉田初三郎画伯謹筆,pc001070
秩父銘仙　秩父織物工業組合,pc000691-0001
三渓園　吉田初三郎画伯筆,pc002514-0001
十年後の横浜港　The Port of Yokohama in the Next Ten Years.,pc001170
震災記念館　The Earthquake Memorial Museum.,pc002300-0001
"横浜　火災海上運輸信用　保険株式会社創立十週年記念　In Commemoration of the Tenth Anniversary of the Yokohama Fire, Marine, Transit and Fidelity Ins., Co., Lid.",pc021386
ゴ式焼却炉株式会社,pc010232
北米合衆国水師提督ペルリ　,pc002118-0001
（復興紀念横浜大博覧会）　海軍館　THE GRAND TOKOHAMA EXHIBITION,pc000438-0001
横浜市全景其一　The view of City of Tokohama. No.1,pc001095-0001
東郷元帥と記念艦三笠　,pc010481
畠山重忠奮戦の図（保土ヶ谷区今宿町付近）,pc020462-0001
横浜市図書館全景,pc000231-0001
生糸輸出　一億円紀念絵端書　消費国及其金額,pc010257
"昭和絹靴下株式会社　横浜市中区井土ヶ谷町二五〇　SHOWA SILK HOSIERY MILLS NO.150 IDOGAYA YOKOHAMA, JAPAN.",pc000864-0001
税関第四号上屋　市営内貿易桟橋,pc000521-0001
横浜市鶴見　浅野造船所　製鉄部　Asano Ship Building Co.Iron & Steel Dep.,pc003030-0001
巡洋戦艦　金剛　二七．五〇〇噸,pc000402-0001
震災記念館　The Earthquake Memorial Museum.,pc002595-0001
[横浜大博覧会記念絵はがき],pc021021-0001
震災記念館　TEARTHQUAKE MEMORIAL MUSEUM.,pc002272
横浜開港五十年紀念　ペルリ提督　三橋市長,pc010208-0001
祭文状　大石良雄書,pc010148-0001
多摩御陵前広場,pc020521
（曹洞宗大本山宗[総]持寺）三松関　Sojiji at Tsurumi.,pc002280-0001
大正十二年九月一日大震災記念　浅草十二階,pc002912-0001
相州鎌倉　建長寺　FAMOUS PLACE OF KAMAKURA,pc020243-0001
"（宇都宮名勝）　春や春、岡本鬼怒川堤の桜　CHERRY-BLOSSOMS ON THE BANK OF R.KINUGAWA, UTSUNOMIYA",pc020304
群馬県立盲唖学校側面,pc000416
東洋大学校歌[歌詞付],pc001162
東京南伝馬町本社　東京南■町喫店食堂ノ一部,pc000934-0001
川崎製鉄株式会社　千葉製鉄所,pc010341-0001
東京日日新聞第一号　（明治五年創刊）,pc000766-0001
（平和記念東京博覧会）　平和塔　第一会場,pc001023-0001
平和記念東京博覧会　第二会場　林業館及工業館,pc000695
（第二会場）　■政宮博覧会行啓　（平和記念東京博覧会）,pc010036
日光中禅寺湖　大尻橋　FAMOUS PLACE OF NIKKO,pc002651-0001
（日光名所）　眠猫と三猿,pc002609
1南宋初年刊周易注蔬一三巻一三冊,pc010651-0001
上野広小路松坂屋呉服店　The pront of Matsuzakaya Uyenohirokoji.,pc002044-0001
"（大東京）　商況最も活溌なる銀座大街の偉観　THE GRAND SIGHT OF THE GINZA STREET, THE MOST LIVING PLACE COMMERCIALY. Great Tokyo.",pc002152-0001
東京上野公園全景　（其一）　上野停車場より浅草方面遠望,pc000169-0001
（明治神宮）　第一ノ鳥居　The Meiji Shrine,pc010375-0001
（横浜名所）　鶴見花月園釣橋　Kagetsuen at Tsurumi.,pc000750-0001
"（大横浜名所）　三渓園　Sankeiyen, Yokohama",pc000755-0001
大礼記念国産振興東京博覧会　（第一会場）　東二号館　Tokyo Exhibition.,pc000315
時宗公廟所,pc002682-0001
田中正造翁谷中分葬儀記念　（上図）明治四十年七月一日島田氏住宅強制破壊（下図）谷中村中場景　谷中堤塘之壊所,pc001125-0001
[靖国神社臨時大祭記念],pc000859-0001
彎?羅鍼（磁石）　垂揺球儀（天文観測の時、正確に時差を測るに用いた器機）,pc002276-0001
貴衆両議員　THE HOUSES OF PEERS & COMMONS.,pc002653-0001
平和記念東京博覧会状勢一斑,pc010230-0001
"亀戸臥龍梅　GWARYUBAI, A PINE-TREE AT KAMEIDO, TOKYO",pc000343-0001
大正三年五月二十四日昭憲皇太后陛下御大葬葬列　其ノ一,pc020081
現学長　金杉英五郎先生,pc020044-0001
"教育はがき第一集　五枚の内 [其五]　All rights reserved""The Educational Post-Cards""　海軍中将　出羽重遠",pc000611
たかあしがに（蟹）　MAGROCHEIRA KXMPFERI.,pc010284
平和紀念,pc002617-0001
郵便貯金局大事務室,pc000588
[東都名物],pc000824-0001
センコハナビ,pc000808-0001
共立女子専門学校　共立高等女学校　共立女子職業学校　本建築校舎,pc002521-0001
東照宮御像　御遺訓　東照宮御真筆,pc002959-0001
常春園分譲地荻窪出張所,pc002640-0001
(御大礼記念）　東京市奉祝花電車　万歳殿,pc010469-0001
（平和記念東京博覧会）　龍宮館より見たる第二会場全景　(其一）（其二）,pc021365
通信事業創始五十年紀念　明治四年三月始めて四種の郵便切手を発行し同六年十二月二種の葉書と四種の封皮とを発行す,pc002910-0001
第三号館,pc000396-0001
(東京名物)　日比谷公園噴水　WPISHOTOKAQFRFBN,pc000204-0001
儒艮　（俗称人魚）　大きさ頭部より尾まで八尺五寸　御茶の水　東京博物館本館陳列品,pc010493-0001
平和記念東京博覧会　演芸館,pc002687-0001
拝殿,pc000912
平和記念東京博覧会々場配置図,pc000422-0001
東京芝高輪泉岳寺忠臣義士大石主税墓　Sengaukji takanawa tokyo,pc000182-0001
不明,pc010460-0001
世界一周大飛行記念　世界一週大飛行航程図,pc010143-0001
復興記念館陳列　与野公園ヨリ見タル灰燼ノ帝都　徳永柳洲氏筆油絵,pc001326
日本橋開通記念　駿河町より見たる富士山,pc020221-0001
赤穂四十七士墓（芝区高輪泉岳寺内）慶長十年僧宗關が徳川氏の命にて外桜田に創してを寛永十六年此地に移せり,pc010820
東海岸の蒸気孔,pc010088
昭憲皇太后陛下桃山御陵所祭殿,pc000095-0001
第十回日本山岳会大会紀念・禁複製　はくさんいちげ（立山に於ける）　石崎光瑤氏撮影　大正六年四月二十二日　於東京,pc020439
[第七回万国学生基督教青年大会記念]K.Miyake,pc001230
貴族院議場内玉座側面,pc002228-0001
(大礼大観兵式)　飛行隊と高射砲隊,pc003162
武州浅川駅,pc002989-0001
日本橋　末広北店　外観ノ一部,pc001345
渤海国上京遺跡出土石獅頭,pc021384
亀戸天満宮本殿,pc000571-0001
(帝国議事堂)　衆議院議場 The assembly-hall of the House of Commons,pc002173
東京慈恵会医科大学　全景,pc000640
東京慈恵会医科大学　玄関広間,pc003125
産科婦人科　桜井病院　全景（西側面）,pc000991-0001
"両陛下の御肖像と日英博覧会会場図　IN COMMEMORATION OF JAPAN-BRITISH EXHIBITION, LONDON 1910",pc000863-0001
[東京駅],pc000157
明治天皇御製,pc000291
乃木大将遺品,pc000576
明治天皇御遺物　御料御軍刀,pc010218-0001
(靖国神社)　(大燈籠),pc000522-0001
靖国神社祭典　A Souvenir of the Shokon-Sha Festival.,pc000622
乃木大將遺物,pc010039-0001
貴族院議場内部,pc002053-0001
東京電車案内図,pc000222
靖国神社第二鳥居　（遊就館）,pc000436-0001
三菱倉庫株式会社江戸橋倉庫荷役場,pc001152-0001
紀元二千六百年奉祝展覧会　「我等の生活」　近古の商売（ヂオラマ)　紀元二〇五二年－二二二八年頃,pc010817
靑山憲法記念館,pc000917
珊瑚樹　(桃色ノボケノ置物),pc002718
(大東京大惨害寛況)　浅草公園觀音劇場より十二階を望む,pc001331-0001
興亜逓信展覧会,pc002149-0001
（畜産工芸博覧会）　不忍池ヨリ見タル全景,pc010802
大日本私立衛生会会堂内部,pc002734
日本時計発達参考品室　(高林氏蒐集品)　Room containing Japanese Clooks.(H.Takabayashi's Collevtion.),pc000205-0001
学習院,pc002658-0001
卒業を祝する歌,pc020202-0001
日本橋,pc000158
治外法権撤廃の準備（油絵）,pc002122
The autdoor of  W.C.A （白十字会林間学校）,pc002556-0001
東京府立園芸学校　(毛氈花壇ノ一部),pc021042
講和調印式場ヴエルサイユ宮殿　仏国首相クレマンソー氏，米国大統領ヴイルソン氏日本大使西園寺候　英国首相ロイドジョージ氏,pc010130-0001
東京科学博物館全景　The General View of the Tokyo Science Museum,pc000295-0001
東郷神社　東神門,pc000763-0001
東京市高輪台尋常小学校　校舎全景,pc000449-0001
大島三原山御神火　VOLCANO OF MIHARA OSHIMA IS.,pc000651-0001
特別大演習記念,pc000744-0001
"第一回交通紀念絵葉書　神田郵便局戦役紀念絵葉書発売光景　View of the Post Office in Kanda, Tokyo, on the Day of Sale of War Commemoration Post Cards.",pc010333-0001
昭憲皇太后御大葬儀　後列中の陸軍軍楽隊,pc010708-0001
（東京名所）　銀座通リ　THE TOKYOMEISHYQ,pc010046-0001
恋のまぼろし（其二）　誰が声,pc002160-0001
気象観測船　夕汐丸　操舵室,pc003131
ロシアの飢えたる友は諸君の救ひを求めている。,pc000768
近衛兵第四総隊軍旗,pc020606
大正元年九月十三日明治天皇御大喪儀之節御使用あらせたるもの　日像纛旗　月像纛旗　東京帝室博物館歴史部陳列,pc002485-0001
明治神宮　御便殿と南神門,pc020026-0001
(万国婦人子供博覧会上野会場)　国防館,pc002413-0001
(大正天皇御大葬儀)　御霊轜青山御所正門前通御　昭和二年二月八日,pc002144-0001
航空事業　婦人後援会主催　明治神宮鎮座記念飛行デー　[明治神宮鳥居]　国民新聞社謹写,pc010400-0001
平和塔　(平和紀念東京博覧会)　第二会場全景　北海道館　(平和紀念東京博覧会)　第二会場全景　朝鮮館及台湾館,pc020003
(明治神宮)　御本殿,pc000234
"大堰川・後楽園　River Oi, Korakuen Garden, Tokyo",pc010345-0001
大正七年三月　歌舞伎座（不如帰）片岡中将（東儀）浪子（喜多村）,pc010470-0001
南神門,pc001034-0001
(平和記念東京博覧会）　平和塔　（第一会場）,pc000845-0001
(多摩御陵)　参道京王駅,pc000675-0001
帝国劇場第二十五回興行史劇（恋の洞）場内庭の場,pc010451
"H. I. H. Princess　Higashi　Fushimi, Who attended the celebration of Coronation as the representetive of Japan.",pc010361-0001
時代風俗図　[馬追いの場面]　,pc010429
三原山噴火口　（伊豆大島）,pc003023
"伊豆大島　波浮港　THE PORT OF HABU, IZU OSIMA.",pc000353
大陳列室　(国防館),pc000861-0001
(東京名所)　二代将軍御霊家奥ノ院涅盤石　(東京芝公園)　Nevanastone in Ancestral hall of 2nd Tokugawashogun (Tokyo),pc010019-0001
福沢氏記念之碑(東京市外上大崎常光寺内にあり),pc000034
全国女性修養ノ殿堂　女子会館　大会参加徴章　紀念スベキ大会々場　名刹増上寺,pc000306-0001
上野開館二十五周年記念　東京帝室博物館,pc002117-0001
帝国美術院第八回美術展覧会出品　女ふたり　満谷国四郎氏筆,pc000203-0001
衆議院議場内部,pc002851
（第十一回文部省美術展覧会）　野分　織田観潮氏筆,pc000671
（第十一回文部省美術展覧会）　母と子（特選）　保田龍門氏筆,pc002155-0001
哲学堂外景,pc010269-0001
極光　オーロラ　（極地で見られる美観）,pc020215-0001
奥多摩名勝　万年橋,pc000207-0001
全国女性修養ノ殿堂　女子会館　記念スベキ大会々場　名刹　増上寺　大会参加徽章,pc010396-0001
（日本百景）　奥多摩渓谷大日本寒山時並楓橋,pc020121-0001
大正博覧会ミイラ御本体,pc000181
東京府下　井ノ頭恩賜公園　水源池丸池ノ池畔,pc010092
高尾山名勝　飯縄権現本社前三十六童子,pc001546-0001
（平和記念東京博覧会）　右ヨリ　満蒙館、朝鮮館　台湾館、外国館,pc000433
青山斎場　桃山御陵,pc020043-0001
第七回日本医学会総会々場(東京帝国大学大講堂)　会頭　佐藤三吉　副会頭　岡田和一郎　準備委員長　北島多一,pc010918
しし　上野恩賜公園動物園,pc002357-0001
平和記念東京博覧会　演芸館　（第一会場）,pc010846
（帝国議事堂）　帝室御通路　The passage fof the imperial Famuy's use,pc010320-0001
松屋の外観　東京銀座　松屋呉服店,pc002639-0001
殉死之室,pc010890
(三越主催)　名著の俤　ダンテ(伊国)　神曲　地獄遍歴,pc002819-0001
高尾山登口　ケーブルカー停車場,pc020102-0001
武州高尾山　（社殿）,pc020237-0001
第五回文部省美術展覧会出品　柳圃虫声　鏑木清方氏筆,pc021059
帝国美術院第一回美術展覧会出品　ひやり　中澤弘光氏筆,pc010670-0001
帝国美術院第七回美術展覧会出品　淀の水車　宇田荻邨氏筆,pc000504-0001
(雪の旦)　陸軍士官学校　（将校集会所),pc010045
帝国軍艦河内　進水式記念 明治四十三年十月十五日,pc002621-0001
品川沖の皇礼砲　其一,pc000170-0001
御召艦筑波,pc000758-0001
寛永雛　寛永頃　帝室博物館歴史部陳列,pc003197
木乃伊　副葬品　東京帝室博物館歴史部陳列　此の木乃伊は埃及国テベスにて発見せしものにて凡二千五百年前の屍体なり,pc002091
本朝十二文銭　東京帝室博物館歴史部陳列　,pc010496-0001
人形　東京帝室博物館歴史陳列　木彫置上の小像にして享保頃の風俗を見るべし,pc002390
メキシコ風俗人形　東京帝室博物館歴史部陳列,pc002450-0001
飛香舎御二階厨子　東京帝室博物館歴史部陳列　本品は藤原時代の様式を追ひて製造したるものにして、京都御所の飛香舎（藤壺）に装置したる御道具なり。梨子地蒔絵にして下段厨子の扉には錠を懸けたり。二階厨子の称この構造より起れり。上段右に御枕筥あり左に沈御枕一雙あり内一個覆を除きて形状を示せり。本品にはなほ装置すべき品ある定なれど、今具足せざるを以て之を缺きたり。　御二階厨子　御枕筥　沈御枕　鍵,pc002148-0001
文官束帯　四位　藤原時代より徳川時代に至る,pc002059-0001
童舞　還城楽　藤原時代より徳川時代に至る,pc000418
小袿　藤原時代より徳川時代に至る,pc010165
希臘及其属領金銀貨　東京帝室博物館歴史部陳列　トラキア（銀）（アレキサンデル像）　パクトリア（銀）　マケドニア（銀）　パクトリア（銀）　マケドニア（金）　マケドニア（金）　アテネ（銀）（表）　アテネ（銀）（裏）　エヂフト及カルタゴ（金）（ペルニケ二世像）,pc002502-0001
甲冑陣羽織及打刀　東京帝室博物館歴史部陳列　明智光春甲胃　明智光春陣羽織　明智光春秀打刀,pc002079-0001
稚児雛　文化－－文政　東京帝室博物館歴史部陳列　,pc010325-0001
立雛　天保‐嘉永　享保　東京帝室博物館歴史部陳列　,pc000141-0001
鏡背に現はれたる蓬莱山　（上古）　〔大和国北葛城郡河合村大字佐味田発掘神獣鏡、諸陵寮出品〕　（東京帝室博物館歴史部）　（14-1）,pc002832-0001
地赤君か代の歌散らし松竹梅総文様打掛　（東京帝室博物館歴史部）　(15-01）,pc002914
鶴亀松竹装飾立雛　（東京帝室博物館歴史部）　（16-1）,pc002402-0001
鶴亀松竹毛彫文様金具筒守　（東京帝室博物館歴史部）　（17-1）,pc021071
鶴亀及松竹梅装飾の笄、簪、櫛、中差　（東京帝室博物館歴史部）　（18-1）,pc001030
御馬標及御旗　（有栖川宮熾仁親王御遺品）　御馬標は御東征の時御馬側にたてたもの、赤地錦二重織小葵紋地に菊花紋を繍うてある。御旗は陣頭に立てたもの、緞子製。　（東京帝室博物館蔵）　（19-1）,pc010113-0001
石鏃　1・2　地名不詳　3・4　上野国吾妻郡（須川宿）発見　5　地名不詳　6・7・8・9・10　地名不詳　11　地名不詳　12　羽後国発見　13　岩城国安積郡発見　14　北海道発見　15　羽後国発見　16　岩城国安達郡塩沢村発見　17　地名不詳　（20-1）,pc010882
打製石斧　信濃国伊那郡沢岡発見（長四寸四分）　信濃国東筑摩郡塩尻村発見（長六寸八分）　武蔵国南多摩郡元八王寺村大字川村発見（長五寸七分）　武蔵国南多摩郡元八王寺村大字元八王寺発見（長三寸五分）　（21-1）,pc001160-0001
石棒　下総国印幡郡千代田村生ケ谷発見　（長二尺七寸六分）　陸中国岩手郡宮内村大字沼宮内発見　（長二尺四寸二分）　秋田県下発見　（長二尺二寸八分）　常陸国新治郡関川村大字石川発見　（長一尺七寸五分）　（22-1）,pc002498-0001
石包丁　（約二分一大）　信濃国筑摩郡松本市宮関発見　岩城区人安積郡小原田村発見　筑前糸島郡雷山村発見　備中国後月郡出村発見　備中国小田郡北川村発見　備中国後月郡経ヶ丸発見　（23-01）　　,pc010394-0001
土錘　石錘1/2　羽後国南秋田郡寺内村発見　常陸国真壁郡本村上野発見　下野国河内郡横川村江会島発見　（24-01）,pc002587-0001
銅鐸　（但馬匡城崎軍港村大字気比発掘）　（高一尺五寸）　（25-01）,pc003166
銅鉾　狭鋒銅鉾　(長七寸三分）　筑前国筑紫郡那珂村大字板付発掘　狭鋒銅鉾　（長一尺八寸）　讃岐国仲多郡善通寺町大字善通寺瓦谷発掘　廣鋒銅鉾　筑後国八女郡下廣川村大字藤田字天紙浦発掘カ　（有馬頼万出品）　廣鋒銅鉾　（長二尺七寸七分）　筑後国浮羽郡姫治村大字小監字東藤ヶ谷発掘　（26-01）　　,pc000143
杏葉　遠江国榛原郡初倉村大字牧ノ原　（広三寸四分）　（27-01）,pc000341-0001
環頭柄頭　美作国眞庭郡久世町大字富尾発掘（長径二寸九分）　能登国鹿島郡御祖村字曾禰発掘（長径三寸四厘）　近江国高島郡水尾村大字鴨発掘（長径二分）　常陸国新治郡田余村大字栗又四箇発掘（長径二寸八分強）　（28-01）,pc000498
物画象鏡　肥後国玉名郡江田村大字江田字石場大久保原ノ内清原発掘　（径七寸三分）　（29-01）,pc021263-0001
勾玉?様耳飾及小玉（実大）　発見地不詳（牙製）　発見地不詳（硬玉製）　常陸国新治郡中家村上高津（滑石製）　下総国東葛飾郡国分村曾山（滑石製?様耳飾）　越後国中頸城郡吉川村道之下（?様耳飾）（齋藤長治氏出品）　羽後国由利郡上川大内村小栗山（石英製）　陸中国膽澤郡佐倉川村下河原（石英製）　陸中国膽澤郡佐倉川村下河原（滑石製）　常陸国新治郡中家村上高津（滑石製）　（30-01）,pc010813
櫛（竹製黒漆塗）　羽前国東村山郡出羽村大字漆山（実大）（31-01）,pc000725
家屋文鏡（大和国北葛城郡河合村大字佐味田発掘）　（径七寸七分）　（32-01）,pc002426-0001
神獣鏡　「晋泰始七年正月十五日王氏作青銅鏡」ト銘ア　（径四寸九分）　（33-01）,pc001453-0001
槍身　上野国碓氷郡八幡村大字若田（長一尺四寸）　讃岐国綾歌郡羽床村大字小野（長一尺）　肥後国玉名郡江田村（長九寸）　讃岐国綾歌郡羽床村大字小野（長一尺）　備中国都窪郡庄村大字日畑四組（長一尺一寸三分）（模造）　摂津国武庫郡六甲村大字高羽（長一尺一寸三分）（模造）　（34-01）,pc000118
石釧　伊勢国一志郡豊地村大字下之庄発掘（碧玉岩製）（径二寸五分）　上野国山田郡矢場川村大字矢場発掘（蝋石製）（径三寸八分）　（35-01）,pc002033-0001
四鈴鏡　下野国河内郡雀宮牛塚発掘（径鈴ヲ除イテ五・八糎）　（36-01）,pc010705-0001
